EventID,Multiplicity,Hits_Board1,Hits_Board2,Mean_ADC
2601,0,[],[],0
2602,1,[1],[],8157.0
2609,1,[6],[],8178.0
2618,1,[],[13],6379.0
2665,0,[],[],0
2672,0,[],[],0
2675,1,[],[38],6499.0
2682,1,[47],[],7694.0
2683,2,[28],[20],7813.0
2684,2,[47],[6],8159.0
2699,4,"[2, 3, 15]",[60],7708.25
2704,4,[10],"[30, 31, 32]",8171.5
2729,4,[0],"[13, 31, 33]",8167.25
2733,0,[],[],0
2738,2,[2],[57],8137.0
2741,4,[],"[52, 59, 60, 63]",6621.75
2751,1,[],[21],8165.0
2752,2,[15],[1],8130.5
2753,2,[3],[16],6262.0
2758,2,[],"[45, 51]",7103.0
2760,2,[4],[22],7921.0
2771,3,[50],"[54, 61]",7652.0
2780,1,[16],[],6492.0
2781,1,[],[12],8121.0
2797,4,"[6, 10, 37]",[26],7295.75
2801,3,[0],"[32, 38]",7674.333333333333
2803,1,[],[50],6020.0
2805,1,[],[36],8137.0
2806,3,[],"[47, 48, 49]",6753.333333333333
2816,2,[8],[11],7676.0
2820,3,[0],"[30, 31]",8176.333333333333
2832,0,[],[],0
2842,3,[3],"[19, 26]",8124.333333333333
2848,3,"[53, 59]",[28],7979.666666666667
2864,3,"[5, 22]",[28],6615.666666666667
2866,2,[],"[36, 47]",7037.5
2870,3,[],"[54, 55, 61]",7742.0
2879,0,[],[],0
2882,2,[60],[30],7223.5
2887,3,[34],"[39, 62]",7406.0
2890,3,[0],"[23, 32]",6930.333333333333
2900,2,[26],[26],8160.0
2906,0,[],[],0
2922,4,"[7, 8, 14]",[6],7863.0
2924,2,[16],[26],7844.0
2935,5,[],"[22, 31, 32, 35, 50]",7210.6
2952,0,[],[],0
2953,1,[38],[],6334.0
2956,0,[],[],0
2958,1,[],[24],6341.0
2969,0,[],[],0
2976,1,[],[59],8150.0
2984,1,[],[34],8188.0
2986,3,"[8, 34]",[8],7985.333333333333
2991,0,[],[],0
3000,3,"[8, 14]",[28],8167.333333333333
3009,1,[6],[],6326.0
3031,1,[32],[],8149.0
3035,3,"[4, 5]",[22],7509.333333333333
3037,2,[6],[13],7459.5
3038,5,[6],"[51, 52, 53, 54]",8154.8
3057,3,[0],"[40, 41]",7012.333333333333
3058,1,[0],[],8191.0
3060,2,[10],[44],6400.0
3065,1,[],[11],7193.0
3070,2,[],"[14, 28]",7745.0
3076,4,[14],"[25, 38, 39]",6773.5
3080,2,[],"[59, 61]",8147.5
3086,2,[17],[3],7159.5
3088,1,[1],[],8157.0
3095,1,[1],[],8157.0
3097,2,[3],[51],7450.5
3104,2,[7],[24],7531.5
3156,6,[],"[18, 26, 30, 31, 34, 35]",7540.0
3181,1,[50],[],8185.0
3182,3,[7],"[55, 56]",8164.666666666667
3196,0,[],[],0
3197,3,"[5, 9]",[0],6963.666666666667
3198,4,"[1, 2, 61]",[31],6773.75
3203,2,[],"[40, 41]",8156.0
3206,3,[2],"[2, 54]",7905.666666666667
3216,1,[],[26],8156.0
3218,2,[],"[49, 50]",8151.5
3219,2,[8],[62],7238.5
3227,2,[47],[49],8169.0
3234,1,[],[18],5774.0
3241,1,[5],[],7192.0
3242,0,[],[],0
3246,1,[43],[],6335.0
3247,1,[53],[],6479.0
3253,1,[],[13],5630.0
3257,2,[1],[46],8146.5
3266,2,[11],[8],6979.5
3267,1,[54],[],6270.0
3270,5,"[18, 22, 23, 26]",[37],7331.2
3272,1,[],[62],7287.0
3303,1,[],[54],8126.0
3309,2,[62],[8],8170.5
3320,2,[4],[29],8127.5
3322,1,[37],[],8177.0
3325,2,[],"[54, 57]",7448.0
3327,5,[],"[32, 33, 37, 38, 50]",6827.2
3330,1,[9],[],8191.0
3336,2,[0],[2],6946.0
3340,1,[],[18],7530.0
3347,1,[],[34],8188.0
3356,2,[],"[62, 63]",5903.0
3357,1,[],[40],8021.0
3366,2,[24],[3],7163.5
3377,3,"[5, 20]",[5],7282.0
3384,1,[40],[],8191.0
3387,2,[14],[15],8061.5
3394,1,[],[57],8141.0
3405,1,[],[61],5780.0
3416,2,[6],[60],7333.0
3419,4,[1],"[3, 14, 16]",6661.75
3420,3,[],"[43, 44, 45]",7291.0
3428,5,[15],"[29, 30, 34, 43]",7613.4
3432,3,[4],"[32, 41]",7768.666666666667
3433,3,[],"[50, 52, 54]",7513.0
3437,2,[],"[21, 22]",7957.0
3438,1,[],[11],7882.0
3450,3,"[0, 1]",[5],6403.666666666667
3451,2,[6],[42],8169.0
3456,3,"[16, 48]",[45],6528.333333333333
3460,1,[],[13],7542.0
3465,2,[2],[19],7791.5
3467,2,[20],[27],6151.5
3471,1,[],[47],7338.0
3479,1,[],[28],8163.0
3480,2,[10],[29],8158.5
3496,6,[0],"[47, 49, 50, 51, 53]",7878.5
3511,3,[33],"[17, 21]",7683.666666666667
3517,0,[],[],0
3524,0,[],[],0
3544,1,[38],[],8185.0
3545,5,[0],"[39, 41, 42, 51]",7612.0
3551,1,[],[40],7627.0
3553,0,[],[],0
3559,1,[4],[],8158.0
3563,2,[21],[46],8102.5
3571,2,[3],[16],6498.5
